Date,MAX Temperature ( °C ),MIN Temperature ( °C ),Relative Humidity M,Relative Humidity E,Bright Sun Shine Hours
1997-02-23,26.0,6.0,81,25,9.4
1997-02-24,26.4,7.5,84,25,9.2
1997-02-25,29.0,13.0,76,53,8.6
1997-02-26,26.1,10.5,86,40,3.6
1997-02-27,29.2,7.6,95,35,8.1
1997-02-28,26.0,6.5,89,27,8.5
1997-03-01,26.7,11.0,65,33,8.7
1997-03-02,31.5,8.0,73,27,8.2
1997-03-03,25.6,3.3,68,30,9.6
1997-03-04,23.0,3.2,79,24,9.4
1997-03-05,25.0,4.4,70,31,9.8
1997-03-06,27.6,9.6,75,33,9.8
1997-03-07,30.2,11.3,87,34,8.1
1997-03-08,30.2,10.7,75,32,1.8
1997-03-09,29.4,10.5,91,31,7.2
1997-03-10,29.0,10.4,93,41,8.3
1997-03-11,28.1,12.0,91,35,5.4
1997-03-12,30.0,9.5,87,30,4.4
1997-03-13,30.2,14.5,80,45,7.5
1997-03-14,26.7,14.0,84,51,2.5
1997-03-15,24.2,13.8,80,63,0.1
1997-03-16,25.4,12.6,96,51,3.7
1997-03-17,25.0,13.2,93,48,7.6
1997-03-18,27.4,14.3,84,60,6.6
1997-03-19,25.7,14.5,88,46,2.8
1997-03-20,27.4,13.8,96,51,5.7
1997-03-21,25.2,12.5,96,42,5.5
1997-03-22,27.3,13.0,84,45,10.0
1997-03-23,25.9,9.5,93,45,8.2
1997-03-24,25.9,9.0,91,31,9.8
1997-03-25,27.1,9.7,85,27,9.2
1997-03-26,28.4,9.9,87,33,10.0
1997-03-27,29.6,12.4,81,32,8.4
1997-03-28,31.8,17.0,80,67,8.3
1997-03-29,24.6,12.3,93,56,0.0
1997-03-30,27.1,10.2,92,44,6.8
1997-03-31,28.9,14.7,68,61,8.4
1997-04-01,26.1,15.7,77,59,0.0
1997-04-02,28.7,12.8,84,36,4.7
1997-04-03,27.6,14.0,90,47,7.1
1997-04-04,25.4,12.6,83,55,6.5
1997-04-05,26.2,12.0,93,47,8.3
1997-04-06,25.8,11.8,90,40,10.4
1997-04-07,27.4,13.4,88,38,9.9
1997-04-08,30.4,14.6,71,31,10.4
1997-04-09,32.4,15.6,78,38,10.5
1997-04-10,30.3,16.5,75,31,10.2
1997-04-11,32.2,17.0,72,31,10.6
1997-04-12,34.3,17.6,72,28,9.4
1997-04-13,34.9,18.0,71,32,9.5
1997-04-14,34.4,20.6,75,32,6.7
1997-04-15,36.4,19.4,69,30,10.0
1997-04-16,33.9,13.4,91,34,6.3
1997-04-17,31.9,13.0,92,78,10.7
1997-04-18,30.1,12.7,84,63,7.3
1997-04-19,32.9,14.3,87,54,7.3
1997-04-20,34.9,16.0,75,53,11.2
1997-04-21,35.6,17.4,89,39,10.6
1997-04-22,37.0,17.5,79,38,11.0
1997-04-23,37.9,17.7,75,29,11.2
1997-04-24,38.0,19.0,74,32,10.9
1997-04-25,39.6,19.0,73,34,9.5
1997-04-26,40.0,19.5,68,37,10.2
1997-04-27,41.6,20.5,82,31,8.9
1997-04-28,38.4,23.0,82,38,7.8
1997-04-29,37.0,17.5,86,39,5.3
1997-04-30,35.8,15.7,89,42,6.4
1997-11-01,27.7,12.8,85,50,8.9
1997-11-02,28.0,12.5,85,48,6.4
1997-11-03,27.4,12.1,87,45,7.1
1997-11-04,27.5,12.7,96,44,7.4
1997-11-05,27.9,11.7,96,47,6.8
1997-11-06,28.6,13.0,90,49,8.8
1997-11-07,29.4,12.1,98,52,8.1
1997-11-08,27.5,12.3,91,55,3.3
1997-11-09,28.5,14.5,78,60,4.4
1997-11-10,24.4,14.0,91,61,1.7
1997-11-11,26.6,11.8,87,50,5.3
1997-11-12,25.4,10.5,88,33,8.3
1997-11-13,25.1,7.6,88,36,9.0
1997-11-14,26.4,8.1,93,36,7.5
1997-11-15,25.9,8.5,86,35,8.1
1997-11-16,25.7,8.3,90,31,8.1
1997-11-17,26.4,9.4,95,46,8.0
1997-11-18,23.9,11.6,93,42,1.7
1997-11-19,24.6,8.0,93,41,3.0
1997-11-20,25.1,8.7,93,35,4.2
1997-11-21,26.6,8.0,83,29,8.0
1997-11-22,25.9,13.0,71,47,6.0
1997-11-23,23.2,11.3,89,54,0.8
1997-11-24,21.8,7.7,97,45,0.4
1997-11-25,23.0,13.0,89,85,3.0
1997-11-26,21.0,12.8,91,75,0.0
1997-11-27,19.0,6.1,94,66,0.7
1997-11-28,20.9,5.0,94,59,7.4
1997-11-29,21.9,5.6,89,62,7.0
1997-11-30,21.6,5.3,87,53,7.7
1997-12-01,22.5,5.2,92,46,6.1
1997-12-02,21.9,3.5,94,35,8.6
1997-12-03,21.9,5.0,97,57,8.0
1997-12-04,20.0,5.5,97,52,4.3
1997-12-05,21.0,4.2,97,42,6.0
1997-12-06,21.9,5.5,87,44,5.4
1997-12-07,22.6,13.0,89,96,3.7
1997-12-08,16.2,11.0,91,94,0.0
1997-12-09,17.4,14.5,96,90,0.0
1997-12-10,18.0,9.8,95,82,0.0
1997-12-11,18.6,8.5,97,83,1.3
1997-12-12,16.9,6.8,97,87,0.9
1997-12-13,15.9,11.4,95,87,0.3
1997-12-14,16.6,10.2,95,88,0.0
1997-12-15,14.4,9.5,95,88,0.0
1997-12-16,12.9,9.3,92,95,0.0
1997-12-17,12.2,6.5,97,73,0.0
1997-12-18,16.9,8.0,94,83,3.6
1997-12-19,12.4,6.7,92,76,0.5
1997-12-20,13.4,7.0,94,78,0.5
1997-12-21,12.6,3.0,97,77,0.0
1997-12-22,13.9,3.0,97,67,2.0
1997-12-23,14.6,2.8,93,67,5.3
1997-12-24,16.3,5.5,94,90,6.0
1997-12-25,11.1,3.6,97,88,1.4
1997-12-26,14.3,5.6,94,86,4.0
1997-12-27,13.4,3.5,94,90,0.0
1997-12-28,12.4,4.1,94,68,0.0
1997-12-29,16.0,5.7,92,95,3.4
1997-12-30,11.8,5.4,94,90,0.0
1997-12-31,13.3,1.5,93,66,1.8
1998-01-01,16.5,2.4,90,50,7.6
1998-01-02,17.6,0.2,96,44,8.5
1998-01-03,18.2,0.8,93,39,8.4
1998-01-04,20.0,3.0,93,38,8.3
1998-01-05,20.4,3.2,90,36,7.6
1998-01-06,20.9,3.5,94,43,8.9
1998-01-07,21.1,6.5,92,51,6.4
1998-01-08,20.5,8.6,95,97,3.1
1998-01-09,12.5,6.5,97,82,0.0
1998-01-10,15.4,6.2,94,32,2.5
1998-01-11,21.4,7.2,95,49,7.0
1998-01-12,19.4,7.5,94,79,1.4
1998-01-13,16.7,4.3,94,51,1.8
1998-01-14,19.6,6.3,95,49,6.6
1998-01-15,21.4,9.5,93,60,5.6
1998-01-16,20.4,0.1,83,45,8.7
1998-01-17,16.4,0.0,93,29,9.0
1998-01-18,17.6,0.0,76,33,9.0
1998-01-19,17.4,0.5,86,35,8.5
1998-01-20,18.4,0.0,83,32,9.0
1998-01-21,19.0,0.4,93,37,8.6
1998-01-22,18.4,1.0,97,41,7.8
1998-01-23,19.2,1.7,93,40,8.0
1998-01-24,18.1,1.5,93,38,8.5
1998-01-25,20.1,1.3,93,46,9.0
1998-01-26,19.9,1.0,93,41,8.5
1998-01-27,20.6,2.5,88,42,8.3
1998-01-28,19.4,6.8,92,40,1.4
1998-01-29,20.5,6.9,94,59,1.9
1998-01-30,22.0,8.0,90,58,5.1
1998-01-31,20.3,11.9,93,41,0.0
1998-02-01,23.4,9.4,95,57,5.2
1998-02-02,22.6,11.2,98,79,2.3
1998-02-03,19.0,7.3,97,66,0.0
1998-02-04,20.9,6.3,94,49,6.2
1998-02-05,20.9,4.0,85,30,9.3
1998-02-06,20.7,3.7,91,46,9.6
1998-02-07,21.4,3.5,88,44,9.3
1998-02-08,21.8,3.6,72,38,9.4
1998-02-09,22.6,4.0,80,37,8.8
1998-02-10,22.8,6.0,86,46,8.3
1998-02-11,24.9,3.2,97,41,9.3
1998-02-12,25.6,7.0,92,48,9.0
1998-02-13,25.6,9.4,92,51,8.5
1998-02-14,25.4,14.0,82,46,2.6
1998-02-15,24.4,14.2,80,44,3.2
1998-02-16,25.5,9.0,75,43,7.4
1998-02-17,26.3,11.8,73,43,9.1
1998-02-18,25.3,11.5,76,37,7.2
1998-02-19,25.5,4.0,91,57,7.8
1998-02-20,20.1,4.0,94,59,9.2
1998-02-21,22.0,6.0,97,51,9.5
1998-02-22,23.4,5.1,81,52,9.5
1998-02-23,24.4,11.4,86,59,9.5
1998-02-24,21.1,11.7,98,82,0.0
1998-02-25,15.4,11.6,95,66,0.0
1998-02-26,19.6,7.0,97,53,5.9
1998-02-27,19.6,5.3,97,54,6.2
1998-02-28,20.9,5.8,95,54,6.2
1998-03-01,22.4,6.0,90,53,9.3
1998-03-02,23.6,7.1,90,56,9.2
1998-03-03,23.8,11.7,85,76,6.6
1998-03-04,19.9,14.2,87,71,0.2
1998-03-05,20.7,12.0,96,88,0.3
1998-03-06,19.1,7.1,97,56,0.4
1998-03-07,22.7,6.5,97,39,8.2
1998-03-08,22.4,6.2,92,34,9.7
1998-03-09,23.6,10.3,83,30,9.7
1998-03-10,27.1,7.0,80,38,9.8
1998-03-11,25.6,10.5,73,35,10.1
1998-03-12,27.4,11.6,85,56,4.7
1998-03-13,24.4,10.1,91,56,8.1
1998-03-14,24.3,7.9,90,48,9.6
1998-03-15,24.5,10.0,84,46,9.6
1998-03-16,26.4,9.5,86,53,9.7
1998-03-17,26.5,11.0,91,45,8.9
1998-03-18,28.1,9.5,89,44,7.0
1998-03-19,26.9,11.1,95,45,8.7
1998-03-20,26.0,12.4,89,45,2.4
1998-03-21,26.7,14.5,87,44,7.7
1998-03-22,27.0,15.1,78,29,4.4
1998-03-23,30.9,13.2,79,34,9.4
1998-03-24,30.1,10.3,74,26,10.1
1998-03-25,28.2,9.2,71,19,10.4
1998-03-26,28.4,8.0,67,18,10.8
1998-03-27,31.0,12.0,55,22,10.4
1998-03-28,31.6,16.0,56,24,9.3
1998-03-29,31.4,16.8,74,36,8.8
1998-03-30,31.0,16.0,81,30,9.3
1998-03-31,30.9,13.8,84,34,9.0
1998-04-01,32.1,16.5,81,31,7.3
1998-04-02,33.0,17.5,71,29,9.2
1998-04-03,34.6,20.9,67,43,9.2
1998-04-04,30.5,18.6,85,33,3.7
1998-04-05,33.9,17.5,70,41,9.4
1998-04-06,32.4,15.0,83,33,4.1
1998-04-07,33.9,19.5,76,27,7.2
1998-04-08,35.4,20.1,60,25,5.2
1998-04-09,37.0,19.0,72,31,8.6
1998-04-10,34.0,17.5,76,39,8.4
1998-04-11,32.1,14.4,76,27,9.7
1998-04-12,33.9,11.5,73,27,10.8
1998-04-13,34.2,11.3,70,32,10.7
1998-04-14,33.8,12.5,75,31,10.7
1998-04-15,35.1,12.9,61,28,11.0
1998-04-16,35.9,14.5,61,24,10.9
1998-04-17,36.1,13.2,61,11,11.0
1998-04-18,38.9,15.0,41,12,10.6
1998-04-19,40.0,17.0,46,13,10.2
1998-04-20,41.5,18.0,45,13,10.9
1998-04-21,40.9,23.5,35,16,10.8
1998-04-22,38.9,20.0,50,18,7.9
1998-04-23,39.4,23.0,39,19,9.5
1998-04-24,40.2,21.2,48,17,3.8
1998-04-25,41.4,22.2,51,19,9.5
1998-04-26,39.5,20.1,63,27,4.2
1998-04-27,34.3,18.6,64,21,6.7
1998-04-28,37.4,19.5,58,22,6.6
1998-04-29,38.8,21.0,52,15,10.5
1998-04-30,40.7,25.5,55,19,8.6
1998-11-01,29.0,14.1,85,39,8.7
1998-11-02,29.2,13.1,89,38,6.8
1998-11-03,29.6,13.2,75,41,7.4
1998-11-04,28.4,16.5,71,38,3.4
1998-11-05,29.5,15.6,84,38,5.8
1998-11-06,30.2,17.0,92,80,5.1
1998-11-07,21.6,15.5,86,48,4.2
1998-11-08,27.4,16.0,98,52,6.4
1998-11-09,28.4,14.5,94,44,5.3
1998-11-10,28.9,12.6,89,39,6.7
1998-11-11,29.7,11.6,77,38,8.3
1998-11-12,28.9,12.0,82,27,8.7
1998-11-13,29.7,11.0,89,40,8.4
1998-11-14,28.7,12.5,89,34,8.3
1998-11-15,28.0,11.0,91,34,7.7
1998-11-16,27.3,11.8,89,33,7.2
1998-11-17,27.9,10.0,89,36,8.1
1998-11-18,28.1,10.5,90,30,8.1
1998-11-19,29.0,12.5,87,30,8.1
1998-11-20,28.4,11.5,91,31,7.2
1998-11-21,27.4,9.0,86,29,7.7
1998-11-22,27.2,9.3,86,30,8.4
1998-11-23,27.4,8.5,90,28,8.2
1998-11-24,27.4,8.5,75,29,8.2
1998-11-25,27.4,8.0,78,31,8.5
1998-11-26,27.8,8.0,88,29,8.6
1998-11-27,27.2,7.4,74,28,8.8
1998-11-28,27.4,7.7,88,32,8.5
1998-11-29,26.4,6.1,90,31,8.0
1998-11-30,26.6,6.4,88,26,7.8
1998-12-01,28.0,6.0,92,32,8.6
1998-12-02,26.1,6.5,79,31,8.0
1998-12-03,26.4,7.0,89,28,8.6
1998-12-04,26.4,6.8,94,26,8.4
1998-12-05,27.4,7.5,86,27,8.4
1998-12-06,28.4,8.5,84,26,8.4
1998-12-07,28.0,7.5,86,27,8.0
1998-12-08,27.7,6.5,94,27,8.2
1998-12-09,27.0,5.4,91,26,8.2
1998-12-10,28.3,6.5,91,37,8.1
1998-12-11,25.6,5.0,94,36,7.1
1998-12-12,25.4,5.5,91,39,7.6
1998-12-13,24.0,5.3,91,40,6.5
1998-12-14,24.3,7.8,92,59,4.6
1998-12-15,21.4,5.4,97,68,1.0
1998-12-16,19.0,5.5,97,82,2.8
1998-12-17,16.7,5.5,97,80,1.7
1998-12-18,16.4,5.0,97,78,2.9
1998-12-19,17.8,5.0,97,69,4.0
1998-12-20,19.4,5.6,97,69,4.5
1998-12-21,19.6,7.0,91,88,1.3
1998-12-22,14.4,8.0,97,90,0.0
1998-12-23,13.3,8.5,97,88,0.0
1998-12-24,14.4,7.6,94,86,0.0
1998-12-25,13.6,7.0,97,72,0.0
1998-12-26,16.7,5.0,97,69,3.4
1998-12-27,18.6,5.4,97,69,4.4
1998-12-28,17.4,6.0,97,68,3.9
1998-12-29,18.4,6.5,97,32,4.2
1998-12-30,23.9,7.1,97,98,6.0
1998-12-31,14.4,6.5,97,95,0.0
1999-01-01,14.4,6.5,97,70,0.0
1999-01-02,18.9,6.1,97,85,4.0
1999-01-03,16.3,6.6,90,64,3.4
1999-01-04,22.8,9.3,95,68,4.7
1999-01-05,20.3,11.0,90,71,2.4
1999-01-06,21.2,12.0,95,93,3.4
1999-01-07,14.4,10.0,95,86,0.0
1999-01-08,14.4,5.2,94,90,0.0
1999-01-09,15.0,5.0,97,93,0.8
1999-01-10,12.4,6.5,94,71,0.0
1999-01-11,17.3,6.0,97,84,3.2
1999-01-12,15.9,7.5,97,86,3.5
1999-01-13,12.0,8.5,89,71,0.0
1999-01-14,16.6,6.5,99,88,1.8
1999-01-15,14.9,5.0,99,93,0.0
1999-01-16,13.7,6.0,97,82,0.3
1999-01-17,16.0,6.0,94,85,2.0
1999-01-18,15.9,8.0,94,80,4.4
1999-01-19,16.4,6.5,94,81,4.4
1999-01-20,16.7,8.5,95,61,2.0
1999-01-21,20.0,11.0,95,95,4.7
1999-01-22,14.1,7.7,95,69,2.6
1999-01-23,21.4,10.5,97,69,6.7
1999-01-24,21.4,11.4,95,65,4.3
1999-01-25,21.6,8.8,97,82,2.6
1999-01-26,17.6,7.8,97,68,3.6
1999-01-27,19.4,5.0,97,62,8.3
1999-01-28,22.4,11.4,95,95,6.3
1999-01-29,16.4,7.5,94,93,1.7
1999-01-30,15.3,5.9,94,85,1.7
1999-01-31,17.3,5.0,94,72,5.3
1999-02-01,20.3,7.5,86,50,8.2
1999-02-02,20.0,6.5,94,42,8.6
1999-02-03,20.4,5.2,91,57,7.1
1999-02-04,18.4,2.7,90,46,9.5
1999-02-05,17.4,2.5,93,46,9.5
1999-02-06,17.6,4.6,94,50,8.7
1999-02-07,19.7,4.1,94,59,7.9
1999-02-08,16.3,9.8,95,57,4.5
1999-02-09,18.7,6.2,97,53,1.8
1999-02-10,23.1,8.0,97,56,9.0
1999-02-11,23.7,11.0,98,50,6.9
1999-02-12,25.6,11.5,98,60,6.2
1999-02-13,24.9,11.5,99,53,6.4
1999-02-14,24.6,8.5,92,50,7.2
1999-02-15,25.3,9.0,90,49,9.8
1999-02-16,24.1,11.0,95,54,6.1
1999-02-17,23.0,13.8,93,51,2.8
1999-02-18,26.9,11.5,89,55,8.9
1999-02-19,25.3,11.0,97,52,7.8
1999-02-20,25.4,9.0,93,49,8.6
1999-02-21,23.4,7.7,92,53,6.8
1999-02-22,24.4,9.1,95,53,8.7
1999-02-23,24.6,11.6,98,55,5.5
1999-02-24,23.4,12.9,86,46,5.1
1999-02-25,25.1,10.5,95,42,7.8
1999-02-26,23.9,10.0,93,39,6.9
1999-02-27,24.4,6.8,89,35,8.8
1999-02-28,24.9,6.6,84,28,9.9
1999-03-01,25.6,6.5,81,33,9.8
1999-03-02,26.0,10.0,88,29,10.4
1999-03-03,27.4,11.5,80,32,9.5
1999-03-04,29.0,11.7,76,41,9.8
1999-03-05,29.8,11.5,89,38,7.3
1999-03-06,30.6,13.0,91,44,7.1
1999-03-07,30.0,13.5,96,40,8.7
1999-03-08,31.8,15.0,94,45,8.2
1999-03-09,30.6,11.0,98,34,9.5
1999-03-10,26.9,13.0,89,37,9.4
1999-03-11,26.8,9.5,86,37,10.4
1999-03-12,26.8,8.6,81,29,10.5
1999-03-13,27.5,9.5,70,33,10.4
1999-03-14,27.0,8.0,80,33,10.6
1999-03-15,27.6,8.5,80,29,10.5
1999-03-16,29.4,9.5,76,23,10.0
1999-03-17,33.2,14.0,60,14,10.5
1999-03-18,33.5,11.0,89,37,9.5
1999-03-19,30.4,8.8,78,33,10.0
1999-03-20,31.4,11.0,64,40,10.4
1999-03-21,30.4,8.2,76,41,8.9
1999-03-22,26.0,7.8,78,38,10.2
1999-03-23,28.1,9.5,72,19,10.5
1999-03-24,31.9,13.4,63,15,9.2
1999-03-25,36.4,13.3,71,22,8.9
1999-03-26,32.4,11.5,79,26,9.5
1999-03-27,31.0,9.3,77,21,10.5
1999-03-28,31.1,12.0,76,25,10.6
1999-03-29,34.0,12.6,70,22,10.6
1999-03-30,38.4,17.0,58,26,10.5
1999-03-31,36.9,15.8,56,27,9.4
1999-04-01,38.9,18.5,49,26,8.7
1999-04-02,40.1,17.8,53,16,10.0
1999-04-03,38.3,14.5,57,18,10.3
1999-04-04,34.4,10.8,53,18,11.2
1999-04-05,33.7,13.2,48,16,10.7
1999-04-06,37.1,13.0,60,16,9.8
1999-04-07,37.8,15.1,36,14,10.3
1999-04-08,38.6,18.5,59,17,9.9
1999-04-09,39.8,17.0,59,16,10.4
1999-04-10,39.2,18.3,51,13,10.4
1999-04-11,42.9,17.5,41,15,10.0
1999-04-12,42.3,18.7,44,11,10.1
1999-04-13,39.4,16.5,47,8,7.3
1999-04-14,37.6,12.4,34,10,10.4
1999-04-15,35.4,11.6,38,9,11.5
1999-04-16,35.8,12.0,39,7,11.4
1999-04-17,37.3,14.0,42,7,10.4
1999-04-18,39.0,16.3,41,9,10.8
1999-04-19,41.3,15.5,56,11,11.1
1999-04-20,40.4,16.7,51,12,10.9
1999-04-21,42.4,18.5,45,13,11.0
1999-04-22,40.5,16.0,32,12,11.3
1999-04-23,40.9,18.5,41,10,10.5
1999-04-24,41.4,16.7,41,11,10.6
1999-04-25,43.2,16.8,39,11,9.6
1999-04-26,42.7,18.7,40,11,10.5
1999-04-27,42.4,17.5,37,12,10.9
1999-04-28,41.9,18.5,34,6,10.8
1999-04-29,43.7,17.9,31,6,10.8
1999-04-30,43.9,20.0,23,6,10.9
1999-11-01,36.2,13.4,77,24,8.9
1999-11-02,34.0,13.2,82,26,7.5
1999-11-03,33.9,12.0,82,26,7.6
1999-11-04,34.0,14.5,61,16,8.0
1999-11-05,35.2,15.0,62,24,8.2
1999-11-06,34.6,15.1,67,23,7.8
1999-11-07,34.3,14.5,72,29,6.5
1999-11-08,30.0,8.2,67,24,8.6
1999-11-09,28.6,7.5,69,23,8.7
1999-11-10,29.0,7.0,65,23,8.9
1999-11-11,30.9,8.1,67,24,8.5
1999-11-12,32.4,8.7,74,16,8.7
1999-11-13,30.9,8.5,67,15,8.7
1999-11-14,30.7,9.6,67,17,8.7
1999-11-15,30.2,10.0,54,19,8.2
1999-11-16,30.7,9.0,84,14,8.7
1999-11-17,29.4,6.5,76,13,9.2
1999-11-18,30.0,7.0,81,17,8.9
1999-11-19,28.9,6.6,80,21,8.7
1999-11-20,28.2,8.0,71,14,8.7
1999-11-21,29.4,5.5,87,18,8.3
1999-11-22,28.6,9.3,60,17,8.1
1999-11-23,31.1,7.0,83,24,8.4
1999-11-24,28.3,9.5,77,29,7.6
1999-11-25,25.4,6.1,90,28,0.0
1999-11-26,27.3,6.2,85,30,7.3
1999-11-27,26.6,5.0,81,23,8.0
1999-11-28,26.0,5.0,76,27,9.0
1999-11-29,28.0,6.6,87,26,8.8
1999-11-30,28.5,6.5,85,28,8.6
1999-12-01,28.4,6.5,83,26,8.2
1999-12-02,27.4,5.5,92,28,7.5
1999-12-03,26.2,5.5,92,29,6.8
1999-12-04,26.2,4.1,89,30,7.2
1999-12-05,25.4,4.5,81,31,7.6
1999-12-06,25.0,4.2,92,32,6.6
1999-12-07,24.9,7.5,81,31,6.9
1999-12-08,23.7,4.5,89,48,2.4
1999-12-09,21.6,3.8,89,38,3.7
1999-12-10,22.5,4.4,94,40,6.5
1999-12-11,22.7,3.4,94,38,3.3
1999-12-12,23.4,3.0,91,38,7.2
1999-12-13,23.7,3.0,88,26,7.6
1999-12-14,24.6,2.8,91,21,7.8
1999-12-15,24.9,2.0,88,25,7.8
1999-12-16,24.1,2.0,85,29,7.6
1999-12-17,25.1,2.5,86,31,8.0
1999-12-18,25.9,4.7,78,28,7.9
1999-12-19,25.4,2.4,94,38,7.2
1999-12-20,23.7,4.0,85,46,7.1
1999-12-21,21.4,2.0,88,27,5.3
1999-12-22,22.9,4.3,83,31,6.1
1999-12-23,22.0,4.0,94,34,5.8
1999-12-24,22.9,4.0,91,30,5.7
1999-12-25,21.9,1.0,84,32,7.3
1999-12-26,21.9,1.5,97,32,7.1
1999-12-27,23.4,5.0,97,80,4.7
1999-12-28,14.8,1.5,97,52,0.0
1999-12-29,20.3,3.0,97,56,5.1
1999-12-30,21.1,3.5,97,66,4.5
1999-12-31,23.1,3.4,97,84,3.2
2000-01-01,14.9,3.6,97,88,3.2
2000-01-02,15.6,3.5,97,91,2.6
2000-01-03,13.3,4.0,97,84,0.0
2000-01-04,17.4,3.0,97,64,5.5
2000-01-05,16.0,6.5,97,84,5.4
2000-01-06,14.2,3.6,97,83,2.3
2000-01-07,12.6,2.0,97,63,3.8
2000-01-08,15.4,5.6,94,65,4.3
2000-01-09,16.2,7.0,93,86,0.9
2000-01-10,13.0,8.5,97,83,0.5
2000-01-11,16.9,9.8,90,52,0.0
2000-01-12,22.5,13.0,82,74,5.7
2000-01-13,20.4,9.5,97,71,0.2
2000-01-14,18.6,3.8,75,47,1.7
2000-01-15,16.9,-0.2,96,43,8.7
2000-01-16,15.4,-0.5,88,43,8.7
2000-01-17,15.6,-0.2,85,35,8.7
2000-01-18,18.0,3.0,85,41,8.0
2000-01-19,21.2,3.2,94,35,7.9
2000-01-20,22.2,4.0,88,42,9.1
2000-01-21,23.0,8.0,74,58,8.8
2000-01-22,23.4,12.2,78,45,8.3
2000-01-23,23.9,5.9,97,46,6.5
2000-01-24,22.4,5.5,94,37,7.2
2000-01-25,24.0,10.7,73,88,7.9
2000-01-26,16.4,5.5,97,73,0.3
2000-01-27,16.7,7.4,97,74,2.8
2000-01-28,17.9,4.2,97,50,4.3
2000-01-29,19.4,3.5,91,43,9.1
2000-01-30,22.0,4.0,89,46,9.4
2000-01-31,23.7,9.2,88,47,9.2
2000-02-01,22.6,9.5,90,47,8.0
2000-02-02,23.9,9.8,98,80,7.7
2000-02-03,18.0,9.0,93,64,0.0
2000-02-04,22.5,12.0,95,78,6.5
2000-02-05,18.9,9.9,97,93,1.9
2000-02-06,13.4,9.5,95,84,0.0
2000-02-07,15.3,7.0,97,86,0.0
2000-02-08,14.9,5.5,97,71,0.6
2000-02-09,18.9,3.5,97,64,2.5
2000-02-10,21.6,8.9,92,88,7.0
2000-02-11,13.4,10.0,95,70,2.1
2000-02-12,18.9,4.9,91,90,3.4
2000-02-13,12.1,2.3,94,78,5.2
2000-02-14,12.4,2.5,94,59,9.3
2000-02-15,19.6,4.6,94,49,9.3
2000-02-16,21.9,4.0,86,52,8.7
2000-02-17,23.4,5.8,94,53,9.0
2000-02-18,22.9,3.5,97,51,8.2
2000-02-19,21.4,2.5,97,51,8.5
2000-02-20,22.1,4.5,94,60,9.6
2000-02-21,21.4,4.6,97,57,4.6
2000-02-22,21.5,6.6,86,56,9.7
2000-02-23,21.6,2.6,97,47,10.1
2000-02-24,22.0,4.3,94,38,9.8
2000-02-25,22.4,4.0,94,37,10.2
2000-02-26,24.0,3.8,94,56,10.5
2000-02-27,25.0,4.7,89,45,9.9
2000-02-28,27.4,6.5,88,55,9.7
2000-02-29,26.1,7.0,81,48,9.0
2000-03-01,27.8,10.4,84,59,6.4
2000-03-02,25.1,7.9,90,50,4.0
2000-03-03,26.9,6.9,92,36,9.1
2000-03-04,27.6,14.5,79,38,9.3
2000-03-05,28.3,6.5,95,45,4.7
2000-03-06,24.0,5.0,82,40,9.5
2000-03-07,25.4,8.6,62,36,9.5
2000-03-08,26.0,6.9,79,35,8.3
2000-03-09,24.7,5.5,75,24,9.8
2000-03-10,26.9,6.5,77,23,9.5
2000-03-11,31.0,12.1,64,27,8.0
2000-03-12,29.0,9.8,87,24,7.7
2000-03-13,29.4,7.5,90,45,8.6
2000-03-14,25.5,6.0,95,31,9.7
2000-03-15,26.5,6.4,82,28,9.8
2000-03-16,28.4,7.8,77,21,9.5
2000-03-17,31.4,12.5,62,18,9.1
2000-03-18,33.6,7.8,82,37,7.2
2000-03-19,28.4,6.6,84,29,9.7
2000-03-20,27.9,6.5,84,25,10.1
2000-03-21,29.4,8.5,88,36,8.3
2000-03-22,27.0,12.1,82,34,1.4
2000-03-23,28.5,9.5,79,37,9.4
2000-03-24,26.3,11.0,86,41,10.2
2000-03-25,27.4,12.5,78,37,10.1
2000-03-26,29.3,13.2,87,38,9.2
2000-03-27,31.0,13.6,79,23,9.9
2000-03-28,33.7,12.6,71,16,10.0
2000-03-29,35.9,12.5,75,14,9.5
2000-03-30,37.9,14.0,75,17,10.0
2000-03-31,38.4,14.4,68,17,8.2
2000-04-01,38.1,14.8,63,26,8.6
2000-04-02,33.0,14.5,60,19,10.7
2000-04-03,32.0,10.0,60,14,11.0
2000-04-04,35.9,11.0,65,11,10.2
2000-04-05,36.7,11.8,59,13,10.7
2000-04-06,37.5,9.8,74,9,10.6
2000-04-07,34.6,15.0,58,12,10.8
2000-04-08,36.6,12.0,63,12,10.3
2000-04-09,34.7,14.5,62,13,10.6
2000-04-10,34.9,11.0,74,15,10.7
2000-04-11,38.1,12.3,66,14,11.5
2000-04-12,40.0,13.4,53,17,11.6
2000-04-13,39.2,16.2,52,20,11.0
2000-04-14,38.9,18.0,40,18,9.4
2000-04-15,37.5,16.7,47,13,8.6
2000-04-16,37.8,20.0,48,15,10.0
2000-04-17,40.0,17.3,50,13,10.7
2000-04-18,41.0,18.0,45,10,10.6
2000-04-19,42.7,21.5,38,8,10.3
2000-04-20,43.0,21.5,38,9,8.4
2000-04-21,43.6,25.0,31,10,9.4
2000-04-22,41.0,23.0,38,13,1.4
2000-04-23,39.7,21.0,40,15,8.7
2000-04-24,37.7,21.5,42,18,9.2
