Date,MAX Temperature ( °C ),MIN Temperature ( °C ),Relative Humidity M,Relative Humidity E,Bright Sun Shine Hours
1977-11-01,32.9 ,16.3 ,98,56,8.0 
1977-11-02,33.2 ,16.2 ,87,53,8.7 
1977-11-03,33.7 ,16.6 ,88,45,6.4 
1977-11-04,35.4 ,13.6 ,88,54,6.4 
1977-11-05,32.6 ,15.4 ,96,57,4.5 
1977-11-06,32.5 ,13.4 ,87,58,6.0 
1977-11-07,31.6 ,12.4 ,89,62,9.6 
1977-11-08,33.4 ,13.1 ,81,61,9.3 
1977-11-09,33.1 ,13.2 ,82,57,9.5 
1977-11-10,33.1 ,13.2 ,86,66,9.1 
1977-11-11,32.1 ,12.6 ,79,57,8.9 
1977-11-12,31.1 ,10.7 ,86,58,8.7 
1977-11-13,29.6 ,10.1 ,72,56,9.6 
1977-11-14,30.5 ,10.3 ,70,63,9.6 
1977-11-15,31.1 ,10.6 ,68,55,9.5 
1977-11-16,31.4 ,13.3 ,75,75,9.3 
1977-11-17,29.5 ,10.4 ,100,30,8.1 
1977-11-18,29.4 ,10.1 ,93,40,8.7 
1977-11-19,27.8 ,12.8 ,95,49,8.5 
1977-11-20,28.2 ,12.6 ,100,48,6.1 
1977-11-21,27.2 ,11.3 ,95,54,8.4 
1977-11-22,27.4 ,10.1 ,97,57,9.2 
1977-11-23,28.7 ,10.1 ,100,62,9.0 
1977-11-24,27.9 ,10.1 ,97,60,8.8 
1977-11-25,28.5 ,9.4 ,94,59,8.9 
1977-11-26,26.6 ,6.5 ,99,56,9.4 
1977-11-27,26.0 ,9.5 ,69,59,9.4 
1977-11-28,26.6 ,9.5 ,86,27,8.2 
1977-11-29,27.7 ,10.6 ,86,49,8.7 
1977-11-30,25.6 ,12.6 ,86,54,4.5 
1977-12-01,25.7 ,8.2 ,94,41,7.8 
1977-12-02,22.5 ,5.8 ,91,36,6.8 
1977-12-03,24.1 ,5.6 ,65,33,9.4 
1977-12-04,25.5 ,5.3 ,82,31,9.2 
1977-12-05,24.3 ,5.1 ,75,26,9.3 
1977-12-06,24.6 ,4.8 ,86,30,9.0 
1977-12-07,25.0 ,4.7 ,80,22,8.8 
1977-12-08,25.1 ,5.4 ,91,19,8.9 
1977-12-09,27.5 ,6.2 ,86,14,9.5 
1977-12-10,27.2 ,7.5 ,71,18,7.3 
1977-12-11,28.8 ,9.1 ,82,18,9.2 
1977-12-12,29.1 ,7.6 ,92,35,8.7 
1977-12-13,26.1 ,6.9 ,91,30,8.5 
1977-12-14,24.8 ,6.6 ,92,39,9.2 
1977-12-15,24.4 ,6.6 ,92,44,8.9 
1977-12-16,23.2 ,5.9 ,97,42,4.9 
1977-12-17,23.6 ,15.8 ,91,46,8.6 
1977-12-18,23.8 ,7.0 ,91,48,7.7 
1977-12-19,26.0 ,7.0 ,71,56,7.0 
1977-12-20,26.7 ,7.1 ,97,29,8.9 
1977-12-21,23.7 ,8.0 ,94,50,2.9 
1977-12-22,22.3 ,7.4 ,94,32,4.2 
1977-12-23,23.3 ,4.4 ,82,24,7.9 
1977-12-24,23.5 ,6.0 ,85,29,9.0 
1977-12-25,23.9 ,10.3 ,58,24,8.3 
1977-12-26,23.7 ,8.5 ,97,98,6.6 
1977-12-27,18.7 ,5.7 ,94,93,6.3 
1977-12-28,15.3 ,3.5 ,98,60,2.1 
1977-12-29,16.4 ,3.7 ,98,65,2.9 
1977-12-30,16.6 ,3.3 ,97,47,4.7 
1977-12-31,17.8 ,5.5 ,97,63,8.3 
1978-01-01,18.2 ,3.1 ,99,41,7.1 
1978-01-02,18.3 ,1.8 ,91,38,7.0 
1978-01-03,17.8 ,1.4 ,85,27,9.6 
1978-01-04,18.7 ,0.9 ,94,30,9.4 
1978-01-05,20.2 ,0.9 ,90,34,9.0 
1978-01-06,20.1 ,3.4 ,91,33,7.0 
1978-01-07,22.1 ,2.7 ,93,33,9.0 
1978-01-08,22.2 ,3.4 ,94,33,8.5 
1978-01-09,20.8 ,3.4 ,71,40,5.1 
1978-01-10,21.2 ,2.7 ,98,30,7.5 
1978-01-11,20.5 ,2.3 ,84,26,8.2 
1978-01-12,20.3 ,3.2 ,90,30,8.5 
1978-01-13,20.5 ,6.3 ,81,44,8.9 
1978-01-14,20.3 ,5.1 ,89,44,4.1 
1978-01-15,22.5 ,4.7 ,100,82,8.1 
1978-01-16,21.4 ,5.1 ,98,44,7.4 
1978-01-17,21.1 ,1.2 ,92,24,8.3 
1978-01-18,19.2 ,-1.0 ,85,23,9.6 
1978-01-19,18.3 ,-0.6 ,63,32,9.6 
1978-01-20,19.3 ,-0.4 ,89,23,9.7 
1978-01-21,20.3 ,2.8 ,90,37,8.8 
1978-01-22,20.3 ,3.0 ,100,46,8.6 
1978-01-23,20.6 ,1.6 ,95,34,8.1 
1978-01-24,23.0 ,2.9 ,100,26,8.8 
1978-01-25,23.2 ,2.8 ,90,36,8.6 
1978-01-26,21.7 ,4.1 ,88,35,9.0 
1978-01-27,21.8 ,4.5 ,94,33,9.0 
1978-01-28,24.6 ,10.2 ,76,46,8.8 
1978-01-29,18.4 ,5.2 ,100,59,2.5 
1978-01-30,18.6 ,2.4 ,100,33,7.2 
1978-01-31,19.1 ,1.8 ,93,32,8.0 
1978-02-01,20.1 ,2.0 ,90,32,9.7 
1978-02-02,19.4 ,1.2 ,87,39,9.5 
1978-02-03,19.8 ,0.6 ,100,35,9.7 
1978-02-04,20.0 ,3.6 ,82,44,9.5 
1978-02-05,20.9 ,2.5 ,94,40,9.6
1978-02-06,23.2 ,3.2 ,81,47,9.4 
1978-02-07,23.2 ,4.0 ,100,35,8.9 
1978-02-08,20.7 ,0.6 ,100,19,9.3 
1978-02-09,18.4 ,-1.6 ,96,24,10.0 
1978-02-10,19.0 ,4.6 ,88,32,8.7 
1978-02-11,17.8 ,2.9 ,93,26,4.4 
1978-02-12,21.6 ,10.5 ,88,86,8.5 
1978-02-13,14.4 ,4.6 ,98,63,2.0 
1978-02-14,19.4 ,6.5 ,98,50,7.3 
1978-02-15,21.4 ,10.1 ,97,89,6.1 
1978-02-16,15.9 ,8.1 ,92,55,0.0 
1978-02-17,21.7 ,10.7 ,93,78,8.7 
1978-02-18,14.4 ,6.6 ,91,60,3.7 
1978-02-19,18.5 ,4.6 ,91,61,10.4 
1978-02-20,18.2 ,4.1 ,93,54,10.4 
1978-02-21,19.8 ,5.4 ,86,48,10.8 
1978-02-22,21.7 ,8.6 ,86,56,10.0 
1978-02-23,23.4 ,9.8 ,86,47,7.4 
1978-02-24,25.6 ,9.4 ,86,34,10.2 
1978-02-25,27.6 ,9.0 ,93,32,10.1 
1978-02-26,27.6 ,9.6 ,74,37,10.3 
1978-02-27,12.9 ,13.0 ,89,39,6.3 
1978-02-28,26.7 ,11.5 ,90,60,9.7 
1978-03-01,25.5 ,15.1 ,94,69,3.1 
1978-03-02,24.6 ,13.4 ,83,73,6.1 
1978-03-03,23.8 ,12.8 ,100,67,8.5 
1978-03-04,22.6 ,10.1 ,100,76,6.4 
1978-03-05,21.0 ,9.4 ,95,46,4.8 
1978-03-06,26.2 ,11.0 ,80,52,10.8 
1978-03-07,23.7 ,6.4 ,95,43,10.6 
1978-03-08,22.2 ,4.7 ,90,36,9.6 
1978-03-09,25.2 ,9.4 ,93,40,10.4 
1978-03-10,27.4 ,14.8 ,94,54,9.5 
1978-03-11,24.8 ,12.6 ,91,74,8.3 
1978-03-12,21.6 ,11.0 ,100,67,6.2 
1978-03-13,21.4 ,7.4 ,100,48,7.7 
1978-03-14,23.7 ,9.6 ,90,47,10.5 
1978-03-15,24.6 ,14.2 ,96,52,6.1 
1978-03-16,27.4 ,16.8 ,77,48,3.6 
1978-03-17,29.6 ,16.1 ,88,32,6.6 
1978-03-18,28.8 ,9.1 ,97,34,8.6 
1978-03-19,24.4 ,8.7 ,62,34,9.6 
1978-03-20,24.2 ,6.6 ,84,26,10.1 
1978-03-21,25.6 ,7.6 ,85,26,10.2 
1978-03-22,26.8 ,11.1 ,75,29,10.0 
1978-03-23,26.8 ,10.1 ,78,20,7.2 
1978-03-24,26.7 ,8.8 ,86,31,10.2 
1978-03-25,27.8 ,8.7 ,84,29,8.3 
1978-03-26,28.2 ,9.4 ,72,23,10.4 
1978-03-27,29.6 ,10.8 ,78,16,9.7 
1978-03-28,34.0 ,14.2 ,64,45,9.4 
1978-03-29,35.4 ,13.8 ,90,26,6.7 
1978-03-30,31.1 ,12.7 ,81,21,10.3 
1978-03-31,30.8 ,12.6 ,62,22,10.1 
1978-04-01,29.3 ,8.8 ,74,20,10.9 
1978-04-02,31.2 ,13.7 ,74,23,9.5 
1978-04-03,31.7 ,15.8 ,77,42,6.0 
1978-04-04,29.1 ,12.4 ,83,38,4.9 
1978-04-05,30.6 ,13.8 ,74,35,8.3 
1978-04-06,29.8 ,10.3 ,91,24,6.1 
1978-04-07,32.1 ,18.6 ,75,23,11.2 
1978-04-08,34.8 ,21.6 ,74,23,11.2 
1978-04-09,36.1 ,23.2 ,51,24,10.5 
1978-04-10,36.4 ,20.2 ,74,21,5.5 
1978-04-11,37.3 ,21.2 ,70,27,11.0 
1978-04-12,38.2 ,22.1 ,70,35,11.2 
1978-04-13,39.1 ,24.0 ,58,44,11.0 
1978-04-14,40.0 ,24.0 ,76,29,11.0 
1978-04-15,41.3 ,23.4 ,65,43,8.6 
1978-04-16,41.2 ,22.6 ,72,45,11.2 
1978-04-17,41.8 ,30.5 ,75,51,10.5 
1978-04-18,38.8 ,25.5 ,88,52,7.3 
1978-04-19,36.0 ,23.5 ,79,39,8.0 
1978-04-20,35.2 ,22.5 ,71,48,9.0 
1978-04-21,36.6 ,26.0 ,71,52,9.4 
1978-04-22,34.4 ,21.6 ,85,44,6.1 
1978-04-23,34.4 ,23.5 ,86,45,6.9 
1978-04-24,32.5 ,17.0 ,86,67,1.6 
1978-04-25,35.3 ,19.6 ,87,60,11.9 
1978-04-26,36.8 ,20.6 ,84,32,11.5 
1978-04-27,40.1 ,21.8 ,79,35,11.2 
1978-04-28,40.2 ,21.6 ,77,39,10.1 
1978-04-29,39.9 ,20.5 ,87,29,9.8 
1978-04-30,27.9 ,22.5 ,76,26,11.5 
1978-11-01,31.0 ,14.8 ,75,38,9.3 
1978-11-02,31.0 ,12.8 ,73,22,9.2 
1978-11-03,30.8 ,13.6 ,84,21,8.9 
1978-11-04,32.2 ,14.5 ,84,22,9.3 
1978-11-05,33.5 ,15.0 ,69,48,9.3 
1978-11-06,34.5 ,16.0 ,64,45,8.6 
1978-11-07,33.2 ,14.8 ,62,46,9.3 
1978-11-08,31.6 ,13.5 ,84,40,8.8 
1978-11-09,29.4 ,11.7 ,78,42,8.7 
1978-11-10,26.8 ,9.2 ,62,37,8.9 
1978-11-11,29.0 ,12.5 ,75,39,8.3 
1978-11-12,25.1 ,17.0 ,92,56,1.4 
1978-11-13,21.5 ,14.8 ,90,48,0.3 
1978-11-14,27.5 ,13.9 ,84,51,7.7 
1978-11-15,27.1 ,11.0 ,95,48,9.0 
1978-11-16,28.4 ,13.0 ,98,49,8.3 
1978-11-17,28.6 ,14.4 ,95,46,8.8 
1978-11-18,28.4 ,12.0 ,90,45,8.6 
1978-11-19,28.3 ,11.8 ,80,57,9.3 
1978-11-20,28.2 ,11.5 ,88,56,8.9 
1978-11-21,29.4 ,14.6 ,71,33,8.7 
1978-11-22,31.6 ,14.0 ,78,31,8.9 
1978-11-23,28.0 ,8.0 ,79,41,9.2 
1978-11-24,24.9 ,13.4 ,91,26,6.2 
1978-11-25,25.0 ,14.6 ,68,28,5.7 
1978-11-26,23.8 ,7.8 ,86,14,6.5 
1978-11-27,23.4 ,5.6 ,78,14,9.5 
1978-11-28,22.6 ,5.0 ,61,20,9.5 
1978-11-29,23.2 ,5.0 ,60,13,9.8 
1978-11-30,24.0 ,6.0 ,83,20,9.1 
1978-12-01,24.1 ,10.5 ,81,44,8.9 
1978-12-02,21.6 ,9.5 ,86,64,6.6 
1978-12-03,18.9 ,10.2 ,100,52,2.9 
1978-12-04,21.4 ,7.5 ,94,48,5.2 
1978-12-05,22.8 ,6.2 ,82,28,9.1 
1978-12-06,22.6 ,5.4 ,78,23,8.5 
1978-12-07,23.4 ,5.0 ,85,31,8.9 
1978-12-08,24.0 ,7.0 ,85,24,9.1 
1978-12-09,25.2 ,7.5 ,85,30,9.4 
1978-12-10,25.8 ,8.0 ,91,30,9.2 
1978-12-11,26.2 ,8.0 ,83,33,8.9 
1978-12-12,24.6 ,7.8 ,83,32,7.1 
1978-12-13,25.2 ,7.5 ,98,37,8.2 
1978-12-14,26.1 ,7.0 ,97,35,8.8 
1978-12-15,24.6 ,9.0 ,94,38,8.8 
1978-12-16,23.5 ,9.5 ,92,39,8.0 
1978-12-17,23.9 ,11.6 ,77,43,6.8 
1978-12-18,24.6 ,7.8 ,94,36,8.8 
1978-12-19,25.1 ,10.6 ,90,29,8.6 
1978-12-20,24.8 ,7.5 ,94,45,8.5 
1978-12-21,22.9 ,5.2 ,85,31,8.9 
1978-12-22,21.9 ,5.0 ,82,61,8.8 
1978-12-23,22.4 ,4.8 ,76,56,9.1 
1978-12-24,23.4 ,5.0 ,78,57,9.1 
1978-12-25,22.3 ,4.6 ,70,34,8.7 
1978-12-26,21.8 ,4.6 ,87,32,8.6 
1978-12-27,21.2 ,4.4 ,97,25,9.2 
1978-12-28,21.3 ,4.0 ,86,30,8.7 
1978-12-29,21.8 ,2.4 ,96,29,9.5 
1978-12-30,20.6 ,3.4 ,86,28,8.9 
1978-12-31,21.6 ,6.0 ,88,34,8.9 
1979-01-01,22.4 ,4.9 ,97,31,8.2 
1979-01-02,23.6 ,7.5 ,91,42,8.7 
1979-01-03,21.2 ,7.9 ,88,33,4.2 
1979-01-04,21.6 ,5.7 ,97,36,8.7 
1979-01-05,21.6 ,3.2 ,86,27,8.9 
1979-01-06,21.8 ,4.0 ,87,28,9.2 
1979-01-07,24.2 ,5.4 ,93,40,8.7 
1979-01-08,20.2 ,8.4 ,94,33,6.6 
1979-01-09,22.8 ,7.0 ,94,34,8.0 
1979-01-10,21.8 ,5.0 ,91,32,9.0 
1979-01-11,22.5 ,5.4 ,97,35,9.1 
1979-01-12,23.5 ,5.2 ,97,38,8.6 
1979-01-13,23.4 ,10.8 ,65,39,7.6 
1979-01-14,24.0 ,13.0 ,97,62,7.0 
1979-01-15,20.7 ,13.0 ,98,85,6.9 
1979-01-16,17.6 ,12.4 ,95,91,0.8 
1979-01-17,16.0 ,10.9 ,97,88,0.2 
1979-01-18,13.4 ,6.0 ,100,59,0.0 
1979-01-19,18.4 ,7.5 ,94,55,5.7 
1979-01-20,19.2 ,6.0 ,100,46,6.0 
1979-01-21,20.0 ,6.0 ,97,27,9.2 
1979-01-22,20.4 ,8.5 ,81,28,9.3 
1979-01-23,19.0 ,1.4 ,83,33,8.2 
1979-01-24,21.0 ,4.0 ,90,35,9.5 
1979-01-25,23.2 ,4.2 ,92,37,9.4 
1979-01-26,21.9 ,2.5 ,86,31,6.8 
1979-01-27,21.6 ,4.0 ,92,34,9.5 
1979-01-28,21.4 ,3.7 ,91,67,9.4 
1979-01-29,14.3 ,8.6 ,94,65,0.7 
1979-01-30,17.3 ,1.7 ,95,29,5.9 
1979-01-31,18.8 ,2.2 ,96,41,8.9 
1979-02-01,17.8 ,4.3 ,97,36,9.9 
1979-02-02,18.3 ,2.4 ,96,27,9.0 
1979-02-03,18.5 ,2.2 ,87,30,9.9 
1979-02-04,20.1 ,4.2 ,82,35,9.5 
1979-02-05,19.4 ,3.0 ,95,35,3.5 
1979-02-06,20.9 ,3.8 ,94,50,9.1 
1979-02-07,19.7 ,9.4 ,92,52,5.6 
1979-02-08,19.8 ,5.0 ,97,44,7.2 
1979-02-09,21.3 ,4.2 ,97,33,8.3 
1979-02-10,23.2 ,7.0 ,81,36,10.0 
1979-02-11,23.4 ,8.1 ,92,43,6.4 
1979-02-12,24.3 ,8.5 ,89,45,9.7 
1979-02-13,25.6 ,13.2 ,72,26,8.7 
1979-02-14,27.7 ,12.9 ,90,52,9.1 
1979-02-15,23.9 ,14.2 ,93,58,7.8 
1979-02-16,23.5 ,13.7 ,98,90,2.9 
1979-02-17,17.2 ,13.5 ,93,67,0.0 
1979-02-18,24.1 ,13.2 ,98,54,6.8 
1979-02-19,25.6 ,12.4 ,98,70,7.4 
1979-02-20,19.4 ,10.2 ,83,34,5.8 
1979-02-21,18.2 ,5.2 ,91,49,8.4 
1979-02-22,18.4 ,6.1 ,94,44,9.5 
1979-02-23,19.6 ,6.8 ,97,54,7.0 
1979-02-24,20.3 ,5.0 ,97,45,10.0 
1979-02-25,20.9 ,7.6 ,97,54,10.0 
1979-02-26,21.9 ,7.8 ,96,50,9.3 
1979-02-27,22.3 ,9.6 ,84,63,8.6 
1979-02-28,19.4 ,5.7 ,94,50,4.7 
1979-03-01,21.9 ,5.6 ,93,47,10.2 
1979-03-02,21.8 ,12.6 ,84,66,4.5 
1979-03-03,20.6 ,11.8 ,93,56,0.2 
1979-03-04,23.2 ,11.8 ,91,61,3.6 
1979-03-05,25.3 ,13.9 ,89,71,8.4 
1979-03-06,26.2 ,12.1 ,93,61,7.2 
1979-03-07,24.9 ,4.5 ,85,27,8.3 
1979-03-08,18.9 ,2.5 ,78,70,9.3 
1979-03-09,16.9 ,1.6 ,84,43,8.0 
1979-03-10,17.2 ,2.5 ,91,39,9.8 
1979-03-11,20.7 ,4.7 ,84,39,10.6 
1979-03-12,23.8 ,6.5 ,95,46,10.0 
1979-03-13,25.3 ,7.3 ,93,32,10.6 
1979-03-14,26.4 ,9.3 ,61,49,7.1 
1979-03-15,26.8 ,7.7 ,97,46,10.0 
1979-03-16,26.9 ,11.6 ,85,47,7.0 
1979-03-17,27.7 ,11.7 ,91,47,6.7 
1979-03-18,25.8 ,8.5 ,85,53,9.8 
1979-03-19,25.9 ,8.6 ,97,49,9.9 
1979-03-20,26.4 ,10.0 ,95,44,10.8 
1979-03-21,27.3 ,9.3 ,88,37,10.6 
1979-03-22,28.6 ,9.5 ,80,33,9.5 
1979-03-23,30.2 ,11.1 ,85,32,10.7 
1979-03-24,30.9 ,11.2 ,72,33,10.2 
1979-03-25,31.1 ,16.0 ,56,24,9.1 
1979-03-26,31.2 ,13.0 ,80,34,10.0 
1979-03-27,30.5 ,12.5 ,91,26,8.3 
1979-03-28,31.2 ,12.5 ,82,34,10.8 
1979-03-29,31.2 ,13.6 ,90,35,5.2 
1979-03-30,32.9 ,13.8 ,66,40,9.6 
1979-03-31,32.8 ,15.3 ,83,28,9.6 
1979-04-01,33.2 ,15.6 ,85,29,10.0 
1979-04-02,34.0 ,15.4 ,79,23,9.6 
1979-04-03,33.6 ,15.4 ,88,34,10.0 
1979-04-04,32.9 ,18.0 ,88,33,8.2 
1979-04-05,30.6 ,18.4 ,90,39,9.0 
1979-04-06,29.0 ,12.7 ,89,31,10.2 
1979-04-07,32.5 ,16.5 ,81,29,11.3 
1979-04-08,35.5 ,16.4 ,85,28,11.0 
1979-04-09,36.6 ,16.0 ,88,19,11.0 
1979-04-10,37.8 ,17.4 ,77,20,10.7 
1979-04-11,39.0 ,17.5 ,85,16,10.4 
1979-04-12,40.0 ,18.4 ,86,27,10.7 
1979-04-13,39.0 ,21.2 ,65,41,11.0 
1979-04-14,37.2 ,24.5 ,57,58,9.8 
1979-04-15,30.9 ,17.6 ,85,35,0.7 
1979-04-16,34.4 ,17.3 ,78,45,10.9 
1979-04-17,33.8 ,16.9 ,79,40,10.0 
1979-04-18,35.1 ,20.0 ,68,14,10.7 
1979-04-19,40.6 ,22.2 ,40,27,10.4 
1979-04-20,38.2 ,16.6 ,47,17,8.8 
1979-04-21,35.7 ,16.1 ,44,27,11.5 
1979-04-22,37.5 ,15.5 ,52,30,11.2 
1979-04-23,39.4 ,17.5 ,65,27,10.9 
1979-04-24,41.4 ,19.5 ,48,31,11.0 
1979-04-25,42.6 ,19.6 ,54,32,11.3 
1979-04-26,42.4 ,21.6 ,43,14,11.3 
1979-04-27,43.4 ,23.4 ,50,4,11.1 
1979-04-28,45.6 ,23.4 ,15,7,11.4 
1979-04-29,44.4 ,25.2 ,22,10,9.4 
1979-04-30,40.9 ,25.4 ,25,7,7.4 
1979-11-01,33.4 ,16.1 ,76,56,8.9 
1979-11-02,32.7 ,15.9 ,70,58,8.1 
1979-11-03,33.4 ,16.2 ,71,59,3.7 
1979-11-04,32.0 ,15.7 ,74,60,8.8 
1979-11-05,32.4 ,15.0 ,76,63,9.0 
1979-11-06,32.3 ,14.8 ,81,65,9.3 
1979-11-07,31.3 ,14.9 ,80,59,8.9 
1979-11-08,32.0 ,16.1 ,66,57,6.7 
1979-11-09,30.4 ,16.0 ,77,52,9.3 
1979-11-10,30.0 ,14.6 ,69,51,9.8 
1979-11-11,28.9 ,13.0 ,65,54,9.2 
1979-11-12,26.9 ,13.4 ,73,71,4.2 
1979-11-13,26.3 ,13.2 ,77,61,8.6 
1979-11-14,29.3 ,13.0 ,73,60,7.6 
1979-11-15,29.7 ,17.0 ,75,58,8.3 
1979-11-16,30.8 ,16.8 ,84,55,6.7 
1979-11-17,29.8 ,13.1 ,73,63,6.2 
1979-11-18,28.9 ,13.7 ,75,59,6.7 
1979-11-19,28.0 ,13.1 ,77,69,8.4 
1979-11-20,27.8 ,12.5 ,84,66,4.8 
1979-11-21,27.1 ,14.5 ,78,68,0.0 
1979-11-22,21.1 ,13.4 ,74,64,4.9 
1979-11-23,24.1 ,13.3 ,78,60,6.2 
1979-11-24,27.7 ,14.3 ,75,60,7.5 
1979-11-25,25.7 ,15.0 ,80,59,7.8 
1979-11-26,25.1 ,12.8 ,90,60,9.5 
1979-11-27,25.4 ,13.0 ,80,58,8.9 
1979-11-28,27.4 ,15.7 ,79,61,2.5 
1979-11-29,27.4 ,15.3 ,80,78,2.2 
1979-11-30,21.4 ,12.3 ,98,62,3.3 
1979-12-01,22.9 ,10.3 ,97,39,7.3 
1979-12-02,25.2 ,11.2 ,81,55,8.8 
1979-12-03,27.3 ,10.2 ,78,33,8.1 
1979-12-04,26.0 ,12.1 ,89,37,8.5 
1979-12-05,26.7 ,13.6 ,66,28,9.0 
1979-12-06,26.4 ,10.8 ,83,39,8.9 
1979-12-07,24.2 ,7.3 ,83,31,8.9 
1979-12-08,23.8 ,5.6 ,62,29,9.3 
1979-12-09,23.9 ,6.0 ,57,26,9.1 
1979-12-10,24.5 ,6.2 ,79,30,9.1 
1979-12-11,25.4 ,6.4 ,81,33,9.1 
1979-12-12,25.7 ,7.5 ,89,38,7.8 
1979-12-13,25.7 ,7.9 ,87,40,8.4 
1979-12-14,25.7 ,7.2 ,88,49,7.9 
1979-12-15,22.7 ,10.5 ,75,65,5.2 
1979-12-16,21.9 ,7.9 ,100,65,7.9 
1979-12-17,20.1 ,4.4 ,89,53,8.3 
1979-12-18,21.6 ,6.2 ,89,55,8.0 
1979-12-19,21.4 ,7.9 ,81,54,5.8 
1979-12-20,22.9 ,5.4 ,89,55,7.6 
1979-12-21,21.3 ,5.0 ,84,49,8.2 
1979-12-22,20.9 ,3.4 ,92,49,8.7 
1979-12-23,20.7 ,6.4 ,83,50,4.5 
1979-12-24,21.9 ,5.0 ,76,64,6.6 
1979-12-25,22.3 ,6.5 ,79,64,8.4 
1979-12-26,22.0 ,7.4 ,79,63,1.9 
1979-12-27,22.3 ,4.4 ,100,66,7.8 
1979-12-28,20.6 ,4.8 ,84,71,8.8 
1979-12-29,19.7 ,4.7 ,100,71,3.1 
1979-12-30,19.6 ,4.8 ,100,80,0.0 
1979-12-31,15.7 ,6.4 ,93,62,4.7 
1980-01-01,20.8 ,12.0 ,97,74,4.7 
1980-01-02,20.6 ,8.4 ,100,82,3.8 
1980-01-03,15.8 ,8.0 ,100,88,1.0 
1980-01-04,12.4 ,4.8 ,100,84,5.4 
1980-01-05,15.1 ,2.1 ,97,56,9.3 
1980-01-06,18.3 ,1.6 ,100,54,8.8 
1980-01-07,17.9 ,1.5 ,100,51,9.1 
1980-01-08,18.9 ,1.5 ,97,55,9.5 
1980-01-09,21.2 ,2.5 ,97,52,9.3 
1980-01-10,21.7 ,2.5 ,78,54,9.4 
1980-01-11,19.7 ,2.4 ,86,48,6.3 
1980-01-12,19.4 ,2.0 ,89,50,8.1 
1980-01-13,18.9 ,2.1 ,74,50,7.2 
1980-01-14,19.3 ,0.5 ,75,58,7.1 
1980-01-15,19.1 ,1.2 ,96,71,7.9 
1980-01-16,20.0 ,1.2 ,94,64,5.0 
1980-01-17,20.0 ,5.1 ,91,54,9.1 
1980-01-18,21.4 ,3.6 ,97,63,5.7 
1980-01-19,22.6 ,7.7 ,86,49,8.8 
1980-01-20,24.5 ,7.1 ,92,50,3.6 
1980-01-21,20.9 ,3.4 ,97,60,9.4 
1980-01-22,20.0 ,1.9 ,87,63,9.8 
1980-01-23,19.9 ,2.3 ,84,61,8.7 
1980-01-24,22.1 ,4.0 ,82,61,8.4 
1980-01-25,23.5 ,6.5 ,69,49,8.2 
1980-01-26,24.5 ,7.2 ,71,48,6.7 
1980-01-27,24.3 ,4.6 ,84,71,9.6 
1980-01-28,22.0 ,4.5 ,89,46,9.1 
1980-01-29,20.6 ,3.0 ,87,48,10.0 
1980-01-30,20.3 ,0.8 ,72,49,10.1 
1980-01-31,20.9 ,2.0 ,67,50,10.1 
1980-02-01,23.0 ,2.0 ,76,54,9.0 
1980-02-02,24.4 ,11.5 ,80,53,8.7 
1980-02-03,21.7 ,4.1 ,81,58,8.9 
1980-02-04,22.5 ,8.2 ,77,60,9.6 
1980-02-05,20.3 ,2.0 ,63,27,9.6 
1980-02-06,17.0 ,-0.4 ,69,58,10.0 
1980-02-07,17.4 ,0.1 ,67,57,10.0 
1980-02-08,20.2 ,2.4 ,61,54,9.6 
1980-02-09,22.4 ,3.0 ,77,65,9.5 
1980-02-10,24.4 ,3.5 ,78,76,9.4 
1980-02-11,24.5 ,1.5 ,65,45,10.0 
1980-02-12,22.9 ,5.1 ,54,46,10.0 
1980-02-13,24.4 ,6.3 ,68,50,8.4 
1980-02-14,27.8 ,12.1 ,70,60,3.6 
1980-02-15,24.9 ,10.2 ,89,69,9.1 
1980-02-16,25.4 ,8.9 ,85,51,9.2 
1980-02-17,25.7 ,7.3 ,100,42,8.5 
1980-02-18,24.1 ,7.4 ,86,52,9.3 
1980-02-19,26.0 ,9.0 ,70,55,9.3 
1980-02-20,28.3 ,11.6 ,77,53,7.6 
1980-02-21,29.3 ,10.8 ,82,57,6.6 
1980-02-22,28.7 ,12.3 ,85,55,8.4 
1980-02-23,27.4 ,10.6 ,91,57,8.6 
1980-02-24,27.5 ,9.2 ,83,57,9.6 
1980-02-25,27.7 ,8.9 ,75,66,10.1 
1980-02-26,27.7 ,8.0 ,79,60,10.0 
1980-02-27,30.0 ,12.6 ,76,56,8.7 
1980-02-28,33.0 ,10.9 ,74,53,7.1 
1980-02-29,30.9 ,9.5 ,78,50,8.1 
1980-03-01,26.3 ,7.0 ,80,47,10.1 
1980-03-02,26.8 ,7.6 ,75,45,9.6 
1980-03-03,26.1 ,6.8 ,72,65,9.8 
1980-03-04,21.6 ,10.9 ,93,58,7.0 
1980-03-05,22.7 ,14.5 ,76,97,3.5 
1980-03-06,20.6 ,12.5 ,74,26,2.6 
1980-03-07,20.9 ,5.6 ,80,29,9.1 
1980-03-08,24.3 ,9.6 ,86,36,7.4 
1980-03-09,23.0 ,9.4 ,81,35,4.7 
1980-03-10,25.0 ,9.8 ,75,35,8.6 
1980-03-11,25.6 ,8.9 ,75,25,5.7 
1980-03-12,27.3 ,9.4 ,71,26,10.6 
1980-03-13,26.4 ,8.0 ,77,30,9.9 
1980-03-14,24.9 ,8.0 ,85,28,7.8 
